,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
303,a,sgs,2022,8,change,pp2,7/26/2022,JPEG,0.335875722,207,26,7,2.5,6/27/2022,6/28/2022
304,a,sgs,2022,8,change,pp2,7/29/2022,JPEG,0.342737959,210,29,7,2.5,6/27/2022,6/28/2022
305,a,sgs,2022,8,change,pp2,8/12/2022,JPEG,0.332800754,224,12,8,2.5,6/27/2022,6/28/2022
306,a,sgs,2022,8,change,pp2,8/26/2022,JPEG,0.335778016,238,26,8,2.5,6/27/2022,6/28/2022
386,b,sgs,2022,10,change,pp2,8/12/2022,JPEG,0.33542559,224,12,8,2.5,6/27/2022,6/28/2022
387,b,sgs,2022,10,change,pp2,8/26/2022,JPEG,0.33616965,238,26,8,2.5,6/27/2022,6/28/2022
391,b,sgs,2022,11,change,pp2,7/20/2022,JPEG,0.335866422,201,20,7,7.5,6/27/2022,6/28/2022
392,b,sgs,2022,10,change,pp2,7/20/2022,JPEG,0.340014422,201,20,7,2.5,6/27/2022,6/28/2022
394,b,sgs,2022,10,change,pp2,7/8/2022,JPEG,0.339791241,189,8,7,2.5,6/27/2022,6/28/2022
399,b,sgs,2022,11,change,pp2,7/17/2022,JPEG,0.335357574,198,17,7,7.5,6/27/2022,6/28/2022
403,b,sgs,2022,11,change,pp2,8/12/2022,JPEG,0.334478895,224,12,8,7.5,6/27/2022,6/28/2022
404,b,sgs,2022,10,change,pp2,7/17/2022,JPEG,0.338761012,198,17,7,2.5,6/27/2022,6/28/2022
406,b,sgs,2022,10,change,pp2,7/23/2022,JPEG,0.341196735,204,23,7,2.5,6/27/2022,6/28/2022
414,b,sgs,2022,12,change,pp2,6/25/2022,JPEG,0.336170362,176,25,6,20,6/27/2022,6/28/2022
415,b,sgs,2022,12,change,pp2,6/27/2022,JPEG,0.336406331,178,27,6,20,6/27/2022,6/28/2022
416,b,sgs,2022,11,change,pp2,7/29/2022,JPEG,0.357323054,210,29,7,7.5,6/27/2022,6/28/2022
417,b,sgs,2022,11,change,pp2,8/26/2022,JPEG,0.335621713,238,26,8,7.5,6/27/2022,6/28/2022
424,b,sgs,2022,11,change,pp2,7/11/2022,JPEG,0.345308425,192,11,7,7.5,6/27/2022,6/28/2022
426,b,sgs,2022,12,change,pp2,8/12/2022,JPEG,0.335008051,224,12,8,20,6/27/2022,6/28/2022
427,b,sgs,2022,12,change,pp2,8/26/2022,JPEG,0.337158608,238,26,8,20,6/27/2022,6/28/2022
428,b,sgs,2022,11,change,pp2,7/23/2022,JPEG,0.335857164,204,23,7,7.5,6/27/2022,6/28/2022
429,b,sgs,2022,12,change,pp2,6/29/2022,JPEG,0.335648424,180,29,6,20,6/27/2022,6/28/2022
455,b,sgs,2022,10,change,pp2,7/3/2022,JPEG,0.337474718,184,3,7,2.5,6/27/2022,6/28/2022
457,b,sgs,2022,12,change,pp2,7/3/2022,JPEG,0.346436237,184,3,7,20,6/27/2022,6/28/2022
459,b,sgs,2022,12,change,pp2,7/8/2022,JPEG,0.356607602,189,8,7,20,6/27/2022,6/28/2022
460,b,sgs,2022,12,change,pp2,7/11/2022,JPEG,0.352122606,192,11,7,20,6/27/2022,6/28/2022
461,b,sgs,2022,12,change,pp2,7/14/2022,JPEG,0.342377605,195,14,7,20,6/27/2022,6/28/2022
462,b,sgs,2022,12,change,pp2,7/17/2022,JPEG,0.336619713,198,17,7,20,6/27/2022,6/28/2022
463,b,sgs,2022,12,change,pp2,7/20/2022,JPEG,0.339055474,201,20,7,20,6/27/2022,6/28/2022
464,b,sgs,2022,12,change,pp2,7/23/2022,JPEG,0.336273411,204,23,7,20,6/27/2022,6/28/2022
465,b,sgs,2022,12,change,pp2,7/29/2022,JPEG,0.35544329,210,29,7,20,6/27/2022,6/28/2022
466,b,sgs,2022,10,change,pp2,6/27/2022,JPEG,0.336499667,178,27,6,2.5,6/27/2022,6/28/2022
467,b,sgs,2022,10,change,pp2,6/29/2022,JPEG,0.332833873,180,29,6,2.5,6/27/2022,6/28/2022
468,b,sgs,2022,10,change,pp2,7/14/2022,JPEG,0.343288114,195,14,7,2.5,6/27/2022,6/28/2022
469,b,sgs,2022,10,change,pp2,7/5/2022,JPEG,0.338264939,186,5,7,2.5,6/27/2022,6/28/2022
471,b,sgs,2022,10,change,pp2,7/11/2022,JPEG,0.340965977,192,11,7,2.5,6/27/2022,6/28/2022
472,b,sgs,2022,10,change,pp2,7/29/2022,JPEG,0.342910464,210,29,7,2.5,6/27/2022,6/28/2022
478,b,sgs,2022,13,change,pp2,6/25/2022,JPEG,0.337060669,176,25,6,5,6/27/2022,6/28/2022
479,b,sgs,2022,13,change,pp2,6/27/2022,JPEG,0.336537265,178,27,6,5,6/27/2022,6/28/2022
480,b,sgs,2022,13,change,pp2,6/29/2022,JPEG,0.334065563,180,29,6,5,6/27/2022,6/28/2022
481,b,sgs,2022,13,change,pp2,7/3/2022,JPEG,0.338211395,184,3,7,5,6/27/2022,6/28/2022
482,b,sgs,2022,13,change,pp2,7/5/2022,JPEG,0.340047552,186,5,7,5,6/27/2022,6/28/2022
486,b,sgs,2022,13,change,pp2,7/17/2022,JPEG,0.340263606,198,17,7,5,6/27/2022,6/28/2022
487,b,sgs,2022,13,change,pp2,7/20/2022,JPEG,0.340117148,201,20,7,5,6/27/2022,6/28/2022
488,b,sgs,2022,13,change,pp2,7/23/2022,JPEG,0.339883995,204,23,7,5,6/27/2022,6/28/2022
489,b,sgs,2022,13,change,pp2,7/29/2022,JPEG,0.347089487,210,29,7,5,6/27/2022,6/28/2022
490,b,sgs,2022,13,change,pp2,8/12/2022,JPEG,0.330347407,224,12,8,5,6/27/2022,6/28/2022
491,b,sgs,2022,13,change,pp2,8/26/2022,JPEG,0.339238263,238,26,8,5,6/27/2022,6/28/2022
492,b,sgs,2022,13,change,pp2,7/8/2022,JPEG,0.344540406,189,8,7,5,6/27/2022,6/28/2022
498,b,sgs,2022,12,change,pp2,7/5/2022,JPEG,0.348378813,186,5,7,20,6/27/2022,6/28/2022
503,b,sgs,2022,11,change,pp2,7/5/2022,JPEG,0.345689917,186,5,7,7.5,6/27/2022,6/28/2022
504,b,sgs,2022,11,change,pp2,7/8/2022,JPEG,0.355980687,189,8,7,7.5,6/27/2022,6/28/2022
506,b,sgs,2022,11,change,pp2,7/14/2022,JPEG,0.340451461,195,14,7,7.5,6/27/2022,6/28/2022
527,b,sgs,2022,14,change,pp2,6/25/2022,JPEG,0.333436121,176,25,6,30,6/27/2022,6/28/2022
528,b,sgs,2022,14,change,pp2,6/27/2022,JPEG,0.332832303,178,27,6,30,6/27/2022,6/28/2022
529,b,sgs,2022,14,change,pp2,6/29/2022,JPEG,0.329821818,180,29,6,30,6/27/2022,6/28/2022
530,b,sgs,2022,14,change,pp2,7/3/2022,JPEG,0.334104866,184,3,7,30,6/27/2022,6/28/2022
531,b,sgs,2022,14,change,pp2,7/5/2022,JPEG,0.336108169,186,5,7,30,6/27/2022,6/28/2022
532,b,sgs,2022,14,change,pp2,7/8/2022,JPEG,0.333378864,189,8,7,30,6/27/2022,6/28/2022
533,b,sgs,2022,14,change,pp2,7/11/2022,JPEG,0.337033984,192,11,7,30,6/27/2022,6/28/2022
534,b,sgs,2022,14,change,pp2,7/14/2022,JPEG,0.334205578,195,14,7,30,6/27/2022,6/28/2022
535,b,sgs,2022,14,change,pp2,7/17/2022,JPEG,0.334378387,198,17,7,30,6/27/2022,6/28/2022
536,b,sgs,2022,14,change,pp2,7/20/2022,JPEG,0.330752052,201,20,7,30,6/27/2022,6/28/2022
537,b,sgs,2022,14,change,pp2,7/23/2022,JPEG,0.336234463,204,23,7,30,6/27/2022,6/28/2022
539,b,sgs,2022,14,change,pp2,8/12/2022,JPEG,0.334820531,224,12,8,30,6/27/2022,6/28/2022
540,b,sgs,2022,14,change,pp2,8/26/2022,JPEG,0.331376534,238,26,8,30,6/27/2022,6/28/2022
563,b,sgs,2022,15,change,pp2,6/27/2022,JPEG,0.335454916,178,27,6,10,6/27/2022,6/28/2022
564,b,sgs,2022,15,change,pp2,6/29/2022,JPEG,0.331852831,180,29,6,10,6/27/2022,6/28/2022
565,b,sgs,2022,15,change,pp2,7/3/2022,JPEG,0.33565421,184,3,7,10,6/27/2022,6/28/2022
566,b,sgs,2022,15,change,pp2,7/5/2022,JPEG,0.337456153,186,5,7,10,6/27/2022,6/28/2022
567,b,sgs,2022,15,change,pp2,7/8/2022,JPEG,0.335664119,189,8,7,10,6/27/2022,6/28/2022
568,b,sgs,2022,15,change,pp2,7/11/2022,JPEG,0.33962451,192,11,7,10,6/27/2022,6/28/2022
569,b,sgs,2022,15,change,pp2,7/14/2022,JPEG,0.335604298,195,14,7,10,6/27/2022,6/28/2022
570,b,sgs,2022,15,change,pp2,7/17/2022,JPEG,0.335623779,198,17,7,10,6/27/2022,6/28/2022
571,b,sgs,2022,15,change,pp2,7/20/2022,JPEG,0.335224462,201,20,7,10,6/27/2022,6/28/2022
572,b,sgs,2022,15,change,pp2,7/23/2022,JPEG,0.338366315,204,23,7,10,6/27/2022,6/28/2022
573,b,sgs,2022,15,change,pp2,7/29/2022,JPEG,0.337662484,210,29,7,10,6/27/2022,6/28/2022
574,b,sgs,2022,15,change,pp2,8/12/2022,JPEG,0.33083616,224,12,8,10,6/27/2022,6/28/2022
575,b,sgs,2022,15,change,pp2,8/26/2022,JPEG,0.335973216,238,26,8,10,6/27/2022,6/28/2022
578,b,sgs,2022,14,change,pp2,7/29/2022,JPEG,0.334522999,210,29,7,30,6/27/2022,6/28/2022
586,b,sgs,2022,10,change,pp2,6/25/2022,JPEG,0.335912405,176,25,6,2.5,6/27/2022,6/28/2022
587,b,sgs,2022,15,change,pp2,6/25/2022,JPEG,0.335056996,176,25,6,10,6/27/2022,6/28/2022
601,b,sgs,2022,16,change,pp2,7/5/2022,JPEG,0.3409682,186,5,7,15,6/27/2022,6/28/2022
602,b,sgs,2022,16,change,pp2,7/8/2022,JPEG,0.343927251,189,8,7,15,6/27/2022,6/28/2022
610,b,sgs,2022,16,change,pp2,6/25/2022,JPEG,0.336458995,176,25,6,15,6/27/2022,6/28/2022
611,b,sgs,2022,16,change,pp2,6/27/2022,JPEG,0.336782587,178,27,6,15,6/27/2022,6/28/2022
612,b,sgs,2022,16,change,pp2,6/29/2022,JPEG,0.332925084,180,29,6,15,6/27/2022,6/28/2022
613,b,sgs,2022,16,change,pp2,7/3/2022,JPEG,0.338336381,184,3,7,15,6/27/2022,6/28/2022
614,b,sgs,2022,13,change,pp2,7/11/2022,JPEG,0.342520175,192,11,7,5,6/27/2022,6/28/2022
615,b,sgs,2022,13,change,pp2,7/14/2022,JPEG,0.340595762,195,14,7,5,6/27/2022,6/28/2022
620,b,sgs,2022,11,change,pp2,6/25/2022,JPEG,0.336046039,176,25,6,7.5,6/27/2022,6/28/2022
621,b,sgs,2022,11,change,pp2,6/27/2022,JPEG,0.33635987,178,27,6,7.5,6/27/2022,6/28/2022
622,b,sgs,2022,11,change,pp2,6/29/2022,JPEG,0.335932348,180,29,6,7.5,6/27/2022,6/28/2022
623,b,sgs,2022,11,change,pp2,7/3/2022,JPEG,0.349491729,184,3,7,7.5,6/27/2022,6/28/2022
624,b,sgs,2022,16,change,pp2,8/26/2022,JPEG,0.33367688,238,26,8,15,6/27/2022,6/28/2022
625,b,sgs,2022,16,change,pp2,7/17/2022,JPEG,0.335933586,198,17,7,15,6/27/2022,6/28/2022
626,b,sgs,2022,16,change,pp2,7/20/2022,JPEG,0.335873586,201,20,7,15,6/27/2022,6/28/2022
627,b,sgs,2022,16,change,pp2,7/11/2022,JPEG,0.340117971,192,11,7,15,6/27/2022,6/28/2022
629,b,sgs,2022,16,change,pp2,7/14/2022,JPEG,0.338653034,195,14,7,15,6/27/2022,6/28/2022
630,b,sgs,2022,16,change,pp2,7/23/2022,JPEG,0.337117819,204,23,7,15,6/27/2022,6/28/2022
631,b,sgs,2022,16,change,pp2,7/29/2022,JPEG,0.342707264,210,29,7,15,6/27/2022,6/28/2022
632,b,sgs,2022,9,change,pp2,8/12/2022,JPEG,0.334840478,224,12,8,0,6/27/2022,6/28/2022
633,b,sgs,2022,9,change,pp2,8/26/2022,JPEG,0.336887708,238,26,8,0,6/27/2022,6/28/2022
656,b,sgs,2022,9,change,pp2,6/25/2022,JPEG,0.337283568,176,25,6,0,6/27/2022,6/28/2022
657,b,sgs,2022,9,change,pp2,6/27/2022,JPEG,0.334866464,178,27,6,0,6/27/2022,6/28/2022
658,b,sgs,2022,9,change,pp2,6/29/2022,JPEG,0.334878032,180,29,6,0,6/27/2022,6/28/2022
659,b,sgs,2022,9,change,pp2,7/3/2022,JPEG,0.339132068,184,3,7,0,6/27/2022,6/28/2022
660,b,sgs,2022,9,change,pp2,7/5/2022,JPEG,0.341512591,186,5,7,0,6/27/2022,6/28/2022
661,b,sgs,2022,9,change,pp2,7/8/2022,JPEG,0.343967045,189,8,7,0,6/27/2022,6/28/2022
662,b,sgs,2022,9,change,pp2,7/11/2022,JPEG,0.343867566,192,11,7,0,6/27/2022,6/28/2022
663,b,sgs,2022,9,change,pp2,7/14/2022,JPEG,0.339725919,195,14,7,0,6/27/2022,6/28/2022
664,b,sgs,2022,9,change,pp2,7/17/2022,JPEG,0.336349002,198,17,7,0,6/27/2022,6/28/2022
665,b,sgs,2022,9,change,pp2,7/20/2022,JPEG,0.337082039,201,20,7,0,6/27/2022,6/28/2022
666,b,sgs,2022,9,change,pp2,7/23/2022,JPEG,0.337734391,204,23,7,0,6/27/2022,6/28/2022
667,b,sgs,2022,9,change,pp2,7/29/2022,JPEG,0.34139179,210,29,7,0,6/27/2022,6/28/2022
753,c,sgs,2022,17,change,pp2,6/29/2022,JPEG,0.335465188,180,29,6,5,6/25/2022,6/26/2022
757,c,sgs,2022,18,change,pp2,7/14/2022,JPEG,0.337267827,195,14,7,20,6/25/2022,6/26/2022
760,c,sgs,2022,17,change,pp2,6/27/2022,JPEG,0.335654591,178,27,6,5,6/25/2022,6/26/2022
761,c,sgs,2022,18,change,pp2,6/25/2022,JPEG,0.33563261,176,25,6,20,6/25/2022,6/26/2022
764,c,sgs,2022,18,change,pp2,7/17/2022,JPEG,0.337300652,198,17,7,20,6/25/2022,6/26/2022
783,c,sgs,2022,19,change,pp2,6/27/2022,JPEG,0.337512271,178,27,6,10,6/25/2022,6/26/2022
784,c,sgs,2022,19,change,pp2,6/29/2022,JPEG,0.339745866,180,29,6,10,6/25/2022,6/26/2022
786,c,sgs,2022,17,change,pp2,6/25/2022,JPEG,0.336896018,176,25,6,5,6/25/2022,6/26/2022
787,c,sgs,2022,19,change,pp2,7/8/2022,JPEG,0.346972924,189,8,7,10,6/25/2022,6/26/2022
788,c,sgs,2022,19,change,pp2,7/11/2022,JPEG,0.342330791,192,11,7,10,6/25/2022,6/26/2022
789,c,sgs,2022,17,change,pp2,7/3/2022,JPEG,0.339676864,184,3,7,5,6/25/2022,6/26/2022
795,c,sgs,2022,19,change,pp2,6/25/2022,jpg,0.336279462,176,25,6,10,6/25/2022,6/26/2022
796,c,sgs,2022,17,change,pp2,7/23/2022,JPEG,0.335744757,204,23,7,5,6/25/2022,6/26/2022
798,c,sgs,2022,18,change,pp2,6/27/2022,JPEG,0.332700421,178,27,6,20,6/25/2022,6/26/2022
800,c,sgs,2022,18,change,pp2,8/12/2022,JPEG,0.334559285,224,12,8,20,6/25/2022,6/26/2022
803,c,sgs,2022,18,change,pp2,7/8/2022,JPEG,0.339876549,189,8,7,20,6/25/2022,6/26/2022
808,c,sgs,2022,17,change,pp2,7/20/2022,JPEG,0.335215341,201,20,7,5,6/25/2022,6/26/2022
809,c,sgs,2022,19,change,pp2,7/17/2022,JPEG,0.339646341,198,17,7,10,6/25/2022,6/26/2022
818,c,sgs,2022,18,change,pp2,7/20/2022,JPEG,0.33503161,201,20,7,20,6/25/2022,6/26/2022
819,c,sgs,2022,18,change,pp2,7/23/2022,JPEG,0.334576567,204,23,7,20,6/25/2022,6/26/2022
823,c,sgs,2022,20,change,pp2,6/29/2022,JPEG,0.332916774,180,29,6,30,6/25/2022,6/26/2022
824,c,sgs,2022,20,change,pp2,7/3/2022,JPEG,0.338496277,184,3,7,30,6/25/2022,6/26/2022
825,c,sgs,2022,20,change,pp2,7/5/2022,JPEG,0.338919522,186,5,7,30,6/25/2022,6/26/2022
826,c,sgs,2022,19,change,pp2,7/5/2022,JPEG,0.345612989,186,5,7,10,6/25/2022,6/26/2022
827,c,sgs,2022,20,change,pp2,7/11/2022,JPEG,0.339545795,192,11,7,30,6/25/2022,6/26/2022
828,c,sgs,2022,20,change,pp2,7/14/2022,JPEG,0.336354775,195,14,7,30,6/25/2022,6/26/2022
829,c,sgs,2022,20,change,pp2,7/17/2022,JPEG,0.337698393,198,17,7,30,6/25/2022,6/26/2022
830,c,sgs,2022,20,change,pp2,7/8/2022,JPEG,0.338746401,189,8,7,30,6/25/2022,6/26/2022
835,c,sgs,2022,17,change,pp2,8/26/2022,JPEG,0.333621134,238,26,8,5,6/25/2022,6/26/2022
836,c,sgs,2022,19,change,pp2,8/26/2022,JPEG,0.334394851,238,26,8,10,6/25/2022,6/26/2022
837,c,sgs,2022,18,change,pp2,7/26/2022,JPEG,0.335979045,207,26,7,20,6/25/2022,6/26/2022
838,c,sgs,2022,18,change,pp2,8/26/2022,JPEG,0.336303256,238,26,8,20,6/25/2022,6/26/2022
844,c,sgs,2022,20,change,pp2,7/23/2022,JPEG,0.336089247,204,23,7,30,6/25/2022,6/26/2022
846,c,sgs,2022,20,change,pp2,7/29/2022,JPEG,0.343414838,210,29,7,30,6/25/2022,6/26/2022
847,c,sgs,2022,20,change,pp2,8/12/2022,jpg,0.334039326,224,12,8,30,6/25/2022,6/26/2022
848,c,sgs,2022,20,change,pp2,8/26/2022,JPEG,0.333861622,238,26,8,30,6/25/2022,6/26/2022
854,c,sgs,2022,20,change,pp2,7/20/2022,JPEG,0.333324027,201,20,7,30,6/25/2022,6/26/2022
867,c,sgs,2022,18,change,pp2,6/29/2022,JPEG,0.333362299,180,29,6,20,6/25/2022,6/26/2022
868,c,sgs,2022,18,change,pp2,7/3/2022,JPEG,0.336809462,184,3,7,20,6/25/2022,6/26/2022
869,c,sgs,2022,18,change,pp2,7/5/2022,JPEG,0.339033298,186,5,7,20,6/25/2022,6/26/2022
874,c,sgs,2022,17,change,pp2,7/17/2022,JPEG,0.339158684,198,17,7,5,6/25/2022,6/26/2022
875,c,sgs,2022,19,change,pp2,8/12/2022,JPEG,0.334358249,224,12,8,10,6/25/2022,6/26/2022
880,c,sgs,2022,18,change,pp2,7/29/2022,JPEG,0.345882574,210,29,7,20,6/25/2022,6/26/2022
884,c,sgs,2022,21,change,pp2,7/23/2022,JPEG,0.337060474,204,23,7,0,6/25/2022,6/26/2022
885,c,sgs,2022,20,change,pp2,7/26/2022,JPEG,0.336261796,207,26,7,30,6/25/2022,6/26/2022
886,c,sgs,2022,21,change,pp2,7/29/2022,JPEG,0.336139691,210,29,7,0,6/25/2022,6/26/2022
887,c,sgs,2022,21,change,pp2,8/12/2022,JPEG,0.337028972,224,12,8,0,6/25/2022,6/26/2022
888,c,sgs,2022,21,change,pp2,8/26/2022,JPEG,0.335872292,238,26,8,0,6/25/2022,6/26/2022
889,c,sgs,2022,21,change,pp2,6/29/2022,JPEG,0.3360926,180,29,6,0,6/25/2022,6/26/2022
890,c,sgs,2022,21,change,pp2,7/3/2022,JPEG,0.337457537,184,3,7,0,6/25/2022,6/26/2022
891,c,sgs,2022,21,change,pp2,7/5/2022,JPEG,0.337637883,186,5,7,0,6/25/2022,6/26/2022
892,c,sgs,2022,21,change,pp2,7/8/2022,JPEG,0.337915943,189,8,7,0,6/25/2022,6/26/2022
893,c,sgs,2022,21,change,pp2,7/11/2022,JPEG,0.338350158,192,11,7,0,6/25/2022,6/26/2022
894,c,sgs,2022,21,change,pp2,7/14/2022,JPEG,0.338152157,195,14,7,0,6/25/2022,6/26/2022
895,c,sgs,2022,21,change,pp2,7/17/2022,JPEG,0.338603855,198,17,7,0,6/25/2022,6/26/2022
900,c,sgs,2022,21,change,pp2,6/25/2022,JPEG,0.336687497,176,25,6,0,6/25/2022,6/26/2022
901,c,sgs,2022,21,change,pp2,6/27/2022,JPEG,0.336879901,178,27,6,0,6/25/2022,6/26/2022
903,c,sgs,2022,21,change,pp2,7/20/2022,JPEG,0.337923264,201,20,7,0,6/25/2022,6/26/2022
905,c,sgs,2022,21,change,pp2,7/20/2022,JPEG,0.337923264,201,20,7,0,6/25/2022,6/26/2022
906,c,sgs,2022,19,change,pp2,7/3/2022,JPEG,0.343919525,184,3,7,10,6/25/2022,6/26/2022
910,c,sgs,2022,19,change,pp2,7/14/2022,JPEG,0.338941007,195,14,7,10,6/25/2022,6/26/2022
912,c,sgs,2022,19,change,pp2,7/20/2022,JPEG,0.334282325,201,20,7,10,6/25/2022,6/26/2022
914,c,sgs,2022,20,change,pp2,6/25/2022,JPEG,0.335909605,176,25,6,30,6/25/2022,6/26/2022
915,c,sgs,2022,20,change,pp2,6/27/2022,JPEG,0.331867047,178,27,6,30,6/25/2022,6/26/2022
925,c,sgs,2022,21,change,pp2,7/26/2022,JPEG,0.337142711,207,26,7,0,6/25/2022,6/26/2022
934,c,sgs,2022,22,change,pp2,7/17/2022,JPEG,0.338698674,198,17,7,2.5,6/25/2022,6/26/2022
935,c,sgs,2022,22,change,pp2,7/20/2022,JPEG,0.335398706,201,20,7,2.5,6/25/2022,6/26/2022
936,c,sgs,2022,22,change,pp2,7/23/2022,JPEG,0.336354679,204,23,7,2.5,6/25/2022,6/26/2022
939,c,sgs,2022,22,change,pp2,6/25/2022,JPEG,0.335924803,176,25,6,2.5,6/25/2022,6/26/2022
940,c,sgs,2022,22,change,pp2,6/27/2022,JPEG,0.335642543,178,27,6,2.5,6/25/2022,6/26/2022
941,c,sgs,2022,22,change,pp2,6/29/2022,JPEG,0.33425776,180,29,6,2.5,6/25/2022,6/26/2022
942,c,sgs,2022,22,change,pp2,7/3/2022,JPEG,0.340900717,184,3,7,2.5,6/25/2022,6/26/2022
943,c,sgs,2022,22,change,pp2,7/5/2022,JPEG,0.341887492,186,5,7,2.5,6/25/2022,6/26/2022
944,c,sgs,2022,22,change,pp2,7/8/2022,JPEG,0.344110771,189,8,7,2.5,6/25/2022,6/26/2022
945,c,sgs,2022,22,change,pp2,7/11/2022,JPEG,0.341716029,192,11,7,2.5,6/25/2022,6/26/2022
946,c,sgs,2022,22,change,pp2,7/14/2022,JPEG,0.338384611,195,14,7,2.5,6/25/2022,6/26/2022
948,c,sgs,2022,22,change,pp2,8/12/2022,JPEG,0.335270497,224,12,8,2.5,6/25/2022,6/26/2022
949,c,sgs,2022,22,change,pp2,8/26/2022,JPEG,0.338488616,238,26,8,2.5,6/25/2022,6/26/2022
950,c,sgs,2022,22,change,pp2,7/26/2022,JPEG,0.337560151,207,26,7,2.5,6/25/2022,6/26/2022
953,c,sgs,2022,19,change,pp2,7/23/2022,JPEG,0.336224254,204,23,7,10,6/25/2022,6/26/2022
954,c,sgs,2022,19,change,pp2,7/26/2022,JPEG,0.336496144,207,26,7,10,6/25/2022,6/26/2022
955,c,sgs,2022,19,change,pp2,7/29/2022,JPEG,0.345084818,210,29,7,10,6/25/2022,6/26/2022
957,c,sgs,2022,22,change,pp2,7/29/2022,JPEG,0.348070883,210,29,7,2.5,6/25/2022,6/26/2022
977,c,sgs,2022,23,change,pp2,6/25/2022,JPEG,0.333588501,176,25,6,7.5,6/25/2022,6/26/2022
979,c,sgs,2022,23,change,pp2,6/29/2022,JPEG,0.333891202,180,29,6,7.5,6/25/2022,6/26/2022
980,c,sgs,2022,23,change,pp2,7/3/2022,JPEG,0.33494168,184,3,7,7.5,6/25/2022,6/26/2022
981,c,sgs,2022,23,change,pp2,7/5/2022,JPEG,0.333126277,186,5,7,7.5,6/25/2022,6/26/2022
982,c,sgs,2022,23,change,pp2,7/8/2022,JPEG,0.331399668,189,8,7,7.5,6/25/2022,6/26/2022
983,c,sgs,2022,23,change,pp2,7/11/2022,JPEG,0.335844412,192,11,7,7.5,6/25/2022,6/26/2022
984,c,sgs,2022,23,change,pp2,7/14/2022,JPEG,0.331697939,195,14,7,7.5,6/25/2022,6/26/2022
985,c,sgs,2022,23,change,pp2,7/17/2022,JPEG,0.334393622,198,17,7,7.5,6/25/2022,6/26/2022
986,c,sgs,2022,23,change,pp2,7/20/2022,JPEG,0.331711035,201,20,7,7.5,6/25/2022,6/26/2022
987,c,sgs,2022,23,change,pp2,7/23/2022,JPEG,0.33037548,204,23,7,7.5,6/25/2022,6/26/2022
988,c,sgs,2022,23,change,pp2,7/26/2022,JPEG,0.337206788,207,26,7,7.5,6/25/2022,6/26/2022
989,c,sgs,2022,23,change,pp2,7/29/2022,JPEG,0.333273898,210,29,7,7.5,6/25/2022,6/26/2022
990,c,sgs,2022,23,change,pp2,8/12/2022,JPEG,0.332148299,224,12,8,7.5,6/25/2022,6/26/2022
991,c,sgs,2022,23,change,pp2,6/27/2022,JPEG,0.33155132,178,27,6,7.5,6/25/2022,6/26/2022
992,c,sgs,2022,18,change,pp2,7/11/2022,JPEG,0.3396571,192,11,7,20,6/25/2022,6/26/2022
1001,c,sgs,2022,23,change,pp2,8/26/2022,JPEG,0.333844277,238,26,8,7.5,6/25/2022,6/26/2022
1015,c,sgs,2022,24,change,pp2,6/25/2022,JPEG,0.336079136,176,25,6,15,6/25/2022,6/26/2022
1016,c,sgs,2022,24,change,pp2,6/27/2022,JPEG,0.33576298,178,27,6,15,6/25/2022,6/26/2022
1017,c,sgs,2022,24,change,pp2,6/29/2022,JPEG,0.336757161,180,29,6,15,6/25/2022,6/26/2022
1019,c,sgs,2022,24,change,pp2,7/5/2022,JPEG,0.344539315,186,5,7,15,6/25/2022,6/26/2022
1024,c,sgs,2022,24,change,pp2,7/20/2022,JPEG,0.334609829,201,20,7,15,6/25/2022,6/26/2022
1025,c,sgs,2022,24,change,pp2,7/20/2022,JPEG,0.334609829,201,20,7,15,6/25/2022,6/26/2022
1026,c,sgs,2022,24,change,pp2,7/23/2022,JPEG,0.335567283,204,23,7,15,6/25/2022,6/26/2022
1027,c,sgs,2022,24,change,pp2,7/26/2022,JPEG,0.335889921,207,26,7,15,6/25/2022,6/26/2022
1028,c,sgs,2022,24,change,pp2,7/29/2022,JPEG,0.343440039,210,29,7,15,6/25/2022,6/26/2022
1029,c,sgs,2022,24,change,pp2,8/12/2022,JPEG,0.333626719,224,12,8,15,6/25/2022,6/26/2022
1030,c,sgs,2022,24,change,pp2,8/26/2022,JPEG,0.33740791,238,26,8,15,6/25/2022,6/26/2022
1031,c,sgs,2022,24,change,pp2,7/3/2022,JPEG,0.344413393,184,3,7,15,6/25/2022,6/26/2022
1033,c,sgs,2022,24,change,pp2,7/8/2022,JPEG,0.344506726,189,8,7,15,6/25/2022,6/26/2022
1034,c,sgs,2022,24,change,pp2,7/11/2022,JPEG,0.342104675,192,11,7,15,6/25/2022,6/26/2022
1035,c,sgs,2022,24,change,pp2,7/14/2022,JPEG,0.337454381,195,14,7,15,6/25/2022,6/26/2022
1036,c,sgs,2022,24,change,pp2,7/17/2022,JPEG,0.338209683,198,17,7,15,6/25/2022,6/26/2022
1042,c,sgs,2022,17,change,pp2,7/29/2022,JPEG,0.347572816,210,29,7,5,6/25/2022,6/26/2022
1043,c,sgs,2022,17,change,pp2,8/12/2022,JPEG,0.333085321,224,12,8,5,6/25/2022,6/26/2022
1045,c,sgs,2022,17,change,pp2,7/26/2022,JPEG,0.335978886,207,26,7,5,6/25/2022,6/26/2022
